protA,protB
A0JLT2,Q9NPJ6
A0JLT2,Q9NVC6
A0JLT2,Q9NWA0
A0JLT2,Q9NX70
A0JLT2,Q9P086
A0JLT2,Q9UHV7
A0JLT2,Q9ULK4
A0JLT2,Q9Y2X0
A0JLT2,Q9Y3C7
O43513,O75586
O43513,P24863
O43513,P49336
O43513,Q13503
O43513,Q15528
O43513,Q71F56
O43513,Q71SY5
O43513,Q93074
O43513,Q96G25
O43513,Q96HR3
O43513,Q96RN5
O43513,Q9BTT4
O43513,Q9BUE0
O43513,Q9BWU1
O43513,Q9H204
O43513,Q9H944
O43513,Q9NPJ6
O43513,Q9NWA0
O43513,Q9NX70
O43513,Q9P086
O43513,Q9UHV7
O43513,Q9Y2X0
O43513,Q9Y3C7
O60244,Q15528
O60244,Q71F56
O60244,Q71SY5
O60244,Q96G25
O60244,Q96HR3
O60244,Q96RN5
O60244,Q9BUE0
O60244,Q9BWU1
O60244,Q9H204
O60244,Q9H944
O60244,Q9NPJ6
O60244,Q9NWA0
O60244,Q9NX70
O60244,Q9P086
O60244,Q9UHV7
O75448,Q15528
O75448,Q71F56
O75448,Q71SY5
O75448,Q96G25
O75448,Q96HR3
O75448,Q96RN5
O75448,Q9BTT4
O75448,Q9BUE0
O75448,Q9BWU1
O75448,Q9H204
O75448,Q9H944
O75448,Q9NPJ6
O75448,Q9NWA0
O75448,Q9NX70
O75448,Q9P086
O75448,Q9UHV7
O75586,O95402
O75586,Q15528
O75586,Q6P2C8
O75586,Q71F56
O75586,Q71SY5
O75586,Q93074
O75586,Q96G25
O75586,Q96HR3
O75586,Q96RN5
O75586,Q9BUE0
O75586,Q9BWU1
O75586,Q9H204
O75586,Q9H944
O75586,Q9NPJ6
O75586,Q9NVC6
O75586,Q9NWA0
O75586,Q9NX70
O75586,Q9P086
O75586,Q9UHV7
O75586,Q9Y2X0
O95402,P24863
O95402,P49336
O95402,Q13503
O95402,Q15528
O95402,Q71F56
O95402,Q71SY5
O95402,Q93074
O95402,Q96G25
O95402,Q96HR3
O95402,Q96RN5
O95402,Q9BTT4
O95402,Q9BUE0
O95402,Q9BWU1
O95402,Q9H204
O95402,Q9H944
O95402,Q9NPJ6
O95402,Q9NWA0
O95402,Q9NX70
O95402,Q9P086
O95402,Q9UHV7
O95402,Q9Y2X0
O95402,Q9Y3C7
P24863,Q15528
P24863,Q6P2C8
P24863,Q71F56
P24863,Q71SY5
P24863,Q93074
P24863,Q96G25
P24863,Q96HR3
P24863,Q96RN5
P24863,Q9BUE0
P24863,Q9BWU1
P24863,Q9H204
P24863,Q9H944
P24863,Q9NPJ6
P24863,Q9NVC6
P24863,Q9NWA0
P24863,Q9NX70
P24863,Q9P086
P24863,Q9UHV7
P24863,Q9Y2X0
P49336,Q15528
P49336,Q6P2C8
P49336,Q71F56
P49336,Q71SY5
P49336,Q93074
P49336,Q96G25
P49336,Q96HR3
P49336,Q96RN5
P49336,Q9BUE0
P49336,Q9BWU1
P49336,Q9H204
P49336,Q9H944
P49336,Q9NPJ6
P49336,Q9NVC6
P49336,Q9NWA0
P49336,Q9NX70
P49336,Q9P086
P49336,Q9UHV7
P49336,Q9Y2X0
Q13503,Q15528
Q13503,Q6P2C8
Q13503,Q71F56
Q13503,Q71SY5
Q13503,Q93074
Q13503,Q96G25
Q13503,Q96HR3
Q13503,Q96RN5
Q13503,Q9BUE0
Q13503,Q9BWU1
Q13503,Q9H204
Q13503,Q9H944
Q13503,Q9NPJ6
Q13503,Q9NVC6
Q13503,Q9NWA0
Q13503,Q9NX70
Q13503,Q9P086
Q13503,Q9UHV7
Q13503,Q9Y2X0
Q15528,Q15648
Q15528,Q6P2C8
Q15528,Q71F56
Q15528,Q71SY5
Q15528,Q93074
Q15528,Q96G25
Q15528,Q96HR3
Q15528,Q96RN5
Q15528,Q9BTT4
Q15528,Q9BUE0
Q15528,Q9BWU1
Q15528,Q9H204
Q15528,Q9H944
Q15528,Q9NPJ6
Q15528,Q9NVC6
Q15528,Q9NWA0
Q15528,Q9NX70
Q15528,Q9P086
Q15528,Q9UHV7
Q15528,Q9ULK4
Q15528,Q9Y2X0
Q15528,Q9Y3C7
Q15648,Q71F56
Q15648,Q71SY5
Q15648,Q96G25
Q15648,Q96HR3
Q15648,Q96RN5
Q15648,Q9BTT4
Q15648,Q9BUE0
Q15648,Q9BWU1
Q15648,Q9H204
Q15648,Q9H944
Q15648,Q9NPJ6
Q15648,Q9NWA0
Q15648,Q9NX70
Q15648,Q9P086
Q15648,Q9UHV7
Q6P2C8,Q71F56
Q6P2C8,Q71SY5
Q6P2C8,Q93074
Q6P2C8,Q96G25
Q6P2C8,Q96HR3
Q6P2C8,Q96RN5
Q6P2C8,Q9BTT4
Q6P2C8,Q9BUE0
Q6P2C8,Q9BWU1
Q6P2C8,Q9H204
Q6P2C8,Q9H944
Q6P2C8,Q9NPJ6
Q6P2C8,Q9NWA0
Q6P2C8,Q9NX70
Q6P2C8,Q9P086
Q6P2C8,Q9UHV7
Q6P2C8,Q9Y2X0
Q6P2C8,Q9Y3C7
Q71F56,Q71SY5
Q71F56,Q93074
Q71F56,Q96G25
Q71F56,Q96HR3
Q71F56,Q96RN5
Q71F56,Q9BTT4
Q71F56,Q9BUE0
Q71F56,Q9BWU1
Q71F56,Q9H204
Q71F56,Q9H944
Q71F56,Q9NPJ6
Q71F56,Q9NVC6
Q71F56,Q9NWA0
Q71F56,Q9NX70
Q71F56,Q9P086
Q71F56,Q9UHV7
Q71F56,Q9ULK4
Q71F56,Q9Y2X0
Q71F56,Q9Y3C7
Q71SY5,Q93074
Q71SY5,Q96G25
Q71SY5,Q96HR3
Q71SY5,Q96RN5
Q71SY5,Q9BTT4
Q71SY5,Q9BUE0
Q71SY5,Q9BWU1
Q71SY5,Q9H204
Q71SY5,Q9H944
Q71SY5,Q9NPJ6
Q71SY5,Q9NVC6
Q71SY5,Q9NWA0
Q71SY5,Q9NX70
Q71SY5,Q9P086
Q71SY5,Q9UHV7
Q71SY5,Q9ULK4
Q71SY5,Q9Y2X0
Q71SY5,Q9Y3C7
Q93074,Q96G25
Q93074,Q96HR3
Q93074,Q96RN5
Q93074,Q9BTT4
Q93074,Q9BUE0
Q93074,Q9BWU1
Q93074,Q9H204
Q93074,Q9H944
Q93074,Q9NPJ6
Q93074,Q9NWA0
Q93074,Q9NX70
Q93074,Q9P086
Q93074,Q9UHV7
Q93074,Q9ULK4
Q93074,Q9Y3C7
Q96G25,Q96HR3
Q96G25,Q96RN5
Q96G25,Q9BTT4
Q96G25,Q9BUE0
Q96G25,Q9BWU1
Q96G25,Q9H204
Q96G25,Q9H944
Q96G25,Q9NPJ6
Q96G25,Q9NVC6
Q96G25,Q9NWA0
Q96G25,Q9NX70
Q96G25,Q9P086
Q96G25,Q9UHV7
Q96G25,Q9ULK4
Q96G25,Q9Y2X0
Q96G25,Q9Y3C7
Q96HR3,Q96RN5
Q96HR3,Q9BTT4
Q96HR3,Q9BUE0
Q96HR3,Q9BWU1
Q96HR3,Q9H204
Q96HR3,Q9H944
Q96HR3,Q9NPJ6
Q96HR3,Q9NVC6
Q96HR3,Q9NWA0
Q96HR3,Q9NX70
Q96HR3,Q9P086
Q96HR3,Q9UHV7
Q96HR3,Q9ULK4
Q96HR3,Q9Y2X0
Q96HR3,Q9Y3C7
Q96RN5,Q9BTT4
Q96RN5,Q9BUE0
Q96RN5,Q9BWU1
Q96RN5,Q9H204
Q96RN5,Q9H944
Q96RN5,Q9NPJ6
Q96RN5,Q9NVC6
Q96RN5,Q9NWA0
Q96RN5,Q9NX70
Q96RN5,Q9P086
Q96RN5,Q9UHV7
Q96RN5,Q9ULK4
Q96RN5,Q9Y2X0
Q96RN5,Q9Y3C7
Q9BTT4,Q9BUE0
Q9BTT4,Q9BWU1
Q9BTT4,Q9H204
Q9BTT4,Q9H944
Q9BTT4,Q9NPJ6
Q9BTT4,Q9NVC6
Q9BTT4,Q9NWA0
Q9BTT4,Q9NX70
Q9BTT4,Q9P086
Q9BTT4,Q9UHV7
Q9BTT4,Q9Y2X0
Q9BTT4,Q9Y3C7
Q9BUE0,Q9BWU1
Q9BUE0,Q9H204
Q9BUE0,Q9H944
Q9BUE0,Q9NPJ6
Q9BUE0,Q9NVC6
Q9BUE0,Q9NWA0
Q9BUE0,Q9NX70
Q9BUE0,Q9P086
Q9BUE0,Q9UHV7
Q9BUE0,Q9ULK4
Q9BUE0,Q9Y2X0
Q9BUE0,Q9Y3C7
Q9BWU1,Q9H204
Q9BWU1,Q9H944
Q9BWU1,Q9NPJ6
Q9BWU1,Q9NVC6
Q9BWU1,Q9NWA0
Q9BWU1,Q9NX70
Q9BWU1,Q9P086
Q9BWU1,Q9UHV7
Q9BWU1,Q9ULK4
Q9BWU1,Q9Y2X0
Q9BWU1,Q9Y3C7
Q9H204,Q9H944
Q9H204,Q9NPJ6
Q9H204,Q9NVC6
Q9H204,Q9NWA0
Q9H204,Q9NX70
Q9H204,Q9P086
Q9H204,Q9UHV7
Q9H204,Q9ULK4
Q9H204,Q9Y2X0
Q9H204,Q9Y3C7
Q9H944,Q9NPJ6
Q9H944,Q9NVC6
Q9H944,Q9NWA0
Q9H944,Q9NX70
Q9H944,Q9P086
Q9H944,Q9UHV7
Q9H944,Q9ULK4
Q9H944,Q9Y2X0
Q9H944,Q9Y3C7
Q9NPJ6,Q9NVC6
Q9NPJ6,Q9NWA0
Q9NPJ6,Q9NX70
Q9NPJ6,Q9P086
Q9NPJ6,Q9UHV7
Q9NPJ6,Q9ULK4
Q9NPJ6,Q9Y2X0
Q9NPJ6,Q9Y3C7
Q9NVC6,Q9NWA0
Q9NVC6,Q9NX70
Q9NVC6,Q9P086
Q9NVC6,Q9UHV7
Q9NVC6,Q9Y3C7
Q9NWA0,Q9NX70
Q9NWA0,Q9P086
Q9NWA0,Q9UHV7
Q9NWA0,Q9ULK4
Q9NWA0,Q9Y2X0
Q9NWA0,Q9Y3C7
Q9NX70,Q9P086
Q9NX70,Q9UHV7
Q9NX70,Q9ULK4
Q9NX70,Q9Y2X0
Q9NX70,Q9Y3C7
Q9P086,Q9UHV7
Q9P086,Q9ULK4
Q9P086,Q9Y2X0
Q9P086,Q9Y3C7
Q9UHV7,Q9ULK4
Q9UHV7,Q9Y2X0
Q9UHV7,Q9Y3C7
Q9ULK4,Q9Y2X0
Q9ULK4,Q9Y3C7
Q9Y2X0,Q9Y3C7
O43513,Q9UKU7
O60244,Q9UKU7
O75448,Q9UKU7
O75586,Q9UKU7
O95402,Q9UKU7
Q15648,Q9UKU7
Q71SY5,Q9UKU7
Q93074,Q9UKU7
Q96G25,Q9UKU7
Q96RN5,Q9UKU7
Q9NPJ6,Q9UKU7
Q9NVC6,Q9UKU7
Q9UHV7,Q9UKU7
Q9UKU7,Q9ULK4
O60264,Q9NRF9
O60264,Q9NRG0
Q9NRF9,Q9NRG0
Q9NRF9,Q9NRL2
Q9NRG0,Q9NRL2
O60264,Q9UIG0
O14497,P38398
O14497,Q92925
O96019,P38398
O96019,Q92925
P38398,P51531
P38398,P51532
P38398,Q12824
P38398,Q8TAQ2
P38398,Q92922
P38398,Q92925
P38398,Q969G3
P51531,Q92925
P51532,Q92925
Q12824,Q92925
Q8TAQ2,Q92925
Q92922,Q92925
Q92925,Q969G3
P38398,Q99708
P38398,Q9GZX5
Q99708,Q9GZX5
P38398,Q9BX63
P06493,P14635
P06493,Q15311
P14635,Q15311
O15287,P15927
O15287,P27694
O15287,P35244
O15287,P40692
O15287,P54132
O15287,Q13472
O15287,Q9H9A7
O15287,Q9HB96
O15287,Q9NW38
O15360,P15927
O15360,P27694
O15360,P35244
O15360,P40692
O15360,P54132
O15360,Q13472
O15360,Q9H9A7
O15360,Q9HB96
O15360,Q9NW38
P15927,P27694
P15927,P35244
P15927,P40692
P15927,P54132
P15927,Q00597
P15927,Q13472
P15927,Q9H9A7
P15927,Q9HB96
P15927,Q9NPI8
P15927,Q9NW38
P27694,P35244
P27694,P40692
P27694,P54132
P27694,Q00597
P27694,Q13472
P27694,Q9H9A7
P27694,Q9HB96
P27694,Q9NPI8
P27694,Q9NW38
P35244,P40692
P35244,P54132
P35244,Q00597
P35244,Q13472
P35244,Q9H9A7
P35244,Q9HB96
P35244,Q9NPI8
P35244,Q9NW38
P40692,P54132
P40692,Q00597
P40692,Q13472
P40692,Q9H9A7
P40692,Q9HB96
P40692,Q9NPI8
P40692,Q9NW38
P54132,Q00597
P54132,Q13472
P54132,Q9H9A7
P54132,Q9HB96
P54132,Q9NPI8
P54132,Q9NW38
Q00597,Q13472
Q00597,Q9H9A7
Q00597,Q9HB96
Q00597,Q9NW38
Q13472,Q9H9A7
Q13472,Q9HB96
Q13472,Q9NPI8
Q13472,Q9NW38
Q9H9A7,Q9HB96
Q9H9A7,Q9NPI8
Q9H9A7,Q9NW38
Q9HB96,Q9NPI8
Q9HB96,Q9NW38
Q9NPI8,Q9NW38
O15287,Q0VG06
O15287,Q8NB91
O15360,Q0VG06
O15360,Q8NB91
Q00597,Q0VG06
Q00597,Q8NB91
Q0VG06,Q8NB91
Q0VG06,Q9H9A7
Q0VG06,Q9HB96
Q0VG06,Q9NPI8
Q0VG06,Q9NW38
Q8NB91,Q9H9A7
Q8NB91,Q9HB96
Q8NB91,Q9NPI8
Q8NB91,Q9NW38
O95782,P14635
O95782,P49757
O95782,Q15311
O95782,Q9Y6I3
P14635,P49757
P14635,Q9Y6I3
P49757,Q15311
P49757,Q9Y6I3
Q15311,Q9Y6I3
O43502,O43542
Q9BWT6,Q9P2W1
O15315,O43542
O43542,O43543
O43542,O75771
Q13535,Q8WXE1
O75943,P35249
O75943,P35250
O75943,P40937
O75943,P40938
P35249,P35250
P35249,P40937
P35249,P40938
P35250,P40937
P35250,P40938
P40937,P40938
O60671,O60921
O60671,Q99638
O60921,Q99638
O60671,O75943
O60671,P35249
O60671,P35250
O60671,P40937
O60671,P40938
O60921,O75943
O60921,P35249
O60921,P35250
O60921,P40937
O60921,P40938
O75943,Q99638
P35249,Q99638
P35250,Q99638
P40937,Q99638
P40938,Q99638
P35249,P35251
P35250,P35251
P35251,P40937
P35251,P40938
P04406,P09429
P04406,P11142
P04406,P26583
P04406,P30101
P09429,P11142
P09429,P26583
P09429,P30101
P11142,P26583
P11142,P30101
P26583,P30101
P18615,Q8IXH7
P18615,Q8WX92
P18615,Q9H3P2
Q8IXH7,Q8WX92
Q8IXH7,Q9H3P2
Q8WX92,Q9H3P2
O60216,O60264
O60216,O94776
O60216,O95983
O60216,Q09028
O60216,Q12873
O60216,Q13330
O60216,Q13547
O60216,Q16576
O60216,Q92769
O60216,Q9NRL2
O60216,Q9UBB5
O60264,O94776
O60264,O95983
O60264,Q09028
O60264,Q12873
O60264,Q13330
O60264,Q14683
O60264,Q16576
O60264,Q8N3U4
O60264,Q8WVM7
O60264,Q92769
O60264,Q9UBB5
O60264,Q9UQE7
O94776,Q12873
O94776,Q13330
O94776,Q14683
O94776,Q8N3U4
O94776,Q8WVM7
O94776,Q9NRL2
O94776,Q9UQE7
O95983,Q12873
O95983,Q13330
O95983,Q14683
O95983,Q8N3U4
O95983,Q8WVM7
O95983,Q9NRL2
O95983,Q9UQE7
Q09028,Q12873
Q09028,Q13330
Q09028,Q14683
Q09028,Q8N3U4
Q09028,Q8WVM7
Q09028,Q9NRL2
Q09028,Q9UQE7
Q12873,Q13330
Q12873,Q13547
Q12873,Q14683
Q12873,Q16576
Q12873,Q8N3U4
Q12873,Q8WVM7
Q12873,Q92769
Q12873,Q9NRL2
Q12873,Q9UBB5
Q12873,Q9UQE7
Q13330,Q13547
Q13330,Q14683
Q13330,Q16576
Q13330,Q8N3U4
Q13330,Q8WVM7
Q13330,Q92769
Q13330,Q9NRL2
Q13330,Q9UBB5
Q13330,Q9UQE7
Q13547,Q14683
Q13547,Q8N3U4
Q13547,Q8WVM7
Q13547,Q9NRL2
Q13547,Q9UQE7
Q14683,Q16576
Q14683,Q92769
Q14683,Q9NRL2
Q14683,Q9UBB5
Q16576,Q8N3U4
Q16576,Q8WVM7
Q16576,Q9NRL2
Q16576,Q9UQE7
Q8N3U4,Q8WVM7
Q8N3U4,Q92769
Q8N3U4,Q9NRL2
Q8N3U4,Q9UBB5
Q8WVM7,Q92769
Q8WVM7,Q9NRL2
Q8WVM7,Q9UBB5
Q92769,Q9NRL2
Q92769,Q9UQE7
Q9NRL2,Q9UBB5
Q9NRL2,Q9UQE7
Q9UBB5,Q9UQE7
P12004,P40692
P12004,P54277
P40692,P54277
P12004,P43246
P12004,P52701
P43246,P52701
P12004,P54278
P40692,P43246
P40692,P54278
P43246,P54278
P12004,P28340
P12004,P49005
P12004,Q15054
P12004,Q9HCU8
P28340,P49005
P28340,Q15054
P28340,Q9HCU8
P49005,Q15054
P49005,Q9HCU8
Q15054,Q9HCU8
P27695,P40763
P27695,Q16665
P27695,Q99966
P40763,Q16665
P40763,Q99966
Q16665,Q99966
Q14653,Q99966
O43513,Q9Y2W1
O75586,Q9Y2W1
Q13503,Q9Y2W1
Q6P2C8,Q9Y2W1
Q9BTT4,Q9Y2W1
Q9H944,Q9Y2W1
Q9Y2W1,Q9Y3C7
P24863,Q9Y2W1
P49336,Q9Y2W1
Q9UHV7,Q9Y2W1
O96019,P15923
O96019,Q53TQ3
O96019,Q6P4R8
O96019,Q6PI98
O96019,Q8NBZ0
O96019,Q96EZ8
O96019,Q9C086
O96019,Q9H981
O96019,Q9H9F9
O96019,Q9ULG1
O96019,Q9Y230
O96019,Q9Y265
P15923,Q53TQ3
P15923,Q6P4R8
P15923,Q6PI98
P15923,Q8NBZ0
P15923,Q96EZ8
P15923,Q9C086
P15923,Q9H981
P15923,Q9H9F9
P15923,Q9ULG1
P15923,Q9Y230
P15923,Q9Y265
Q53TQ3,Q6P4R8
Q53TQ3,Q6PI98
Q53TQ3,Q8NBZ0
Q53TQ3,Q96EZ8
Q53TQ3,Q9C086
Q53TQ3,Q9H981
Q53TQ3,Q9H9F9
Q53TQ3,Q9ULG1
Q53TQ3,Q9Y230
Q53TQ3,Q9Y265
Q6P4R8,Q6PI98
Q6P4R8,Q8NBZ0
Q6P4R8,Q96EZ8
Q6P4R8,Q9C086
Q6P4R8,Q9H981
Q6P4R8,Q9H9F9
Q6P4R8,Q9ULG1
Q6P4R8,Q9Y230
Q6P4R8,Q9Y265
Q6PI98,Q8NBZ0
Q6PI98,Q96EZ8
Q6PI98,Q9C086
Q6PI98,Q9H981
Q6PI98,Q9H9F9
Q6PI98,Q9ULG1
Q6PI98,Q9Y230
Q6PI98,Q9Y265
Q8NBZ0,Q96EZ8
Q8NBZ0,Q9C086
Q8NBZ0,Q9H981
Q8NBZ0,Q9H9F9
Q8NBZ0,Q9ULG1
Q8NBZ0,Q9Y230
Q8NBZ0,Q9Y265
Q96EZ8,Q9C086
Q96EZ8,Q9H981
Q96EZ8,Q9H9F9
Q96EZ8,Q9ULG1
Q96EZ8,Q9Y230
Q96EZ8,Q9Y265
Q9C086,Q9H981
Q9C086,Q9H9F9
Q9C086,Q9ULG1
Q9C086,Q9Y230
Q9C086,Q9Y265
Q9H981,Q9H9F9
Q9H981,Q9ULG1
Q9H981,Q9Y230
Q9H981,Q9Y265
Q9H9F9,Q9ULG1
Q9H9F9,Q9Y230
Q9H9F9,Q9Y265
Q9ULG1,Q9Y230
Q9ULG1,Q9Y265
Q9Y230,Q9Y265
O43257,O95619
O43257,O96019
O43257,P0C0S5
O43257,Q15906
O43257,Q6ZRS2
O43257,Q96CJ1
O43257,Q9GZN1
O43257,Q9Y230
O43257,Q9Y265
O95619,O96019
O95619,P0C0S5
O95619,Q15906
O95619,Q6ZRS2
O95619,Q96CJ1
O95619,Q9GZN1
O95619,Q9Y230
O95619,Q9Y265
O96019,P0C0S5
O96019,Q15906
O96019,Q6ZRS2
O96019,Q96CJ1
O96019,Q9GZN1
P0C0S5,Q15906
P0C0S5,Q6ZRS2
P0C0S5,Q96CJ1
P0C0S5,Q9GZN1
P0C0S5,Q9Y230
P0C0S5,Q9Y265
Q15906,Q6ZRS2
Q15906,Q96CJ1
Q15906,Q9GZN1
Q15906,Q9Y230
Q15906,Q9Y265
Q6ZRS2,Q96CJ1
Q6ZRS2,Q9GZN1
Q6ZRS2,Q9Y230
Q6ZRS2,Q9Y265
Q96CJ1,Q9GZN1
Q96CJ1,Q9Y230
Q96CJ1,Q9Y265
Q9GZN1,Q9Y230
Q9GZN1,Q9Y265
P08708,P08865
P08708,P15880
P08708,P22090
P08708,P23396
P08708,P25398
P08708,P39019
P08708,P42677
P08708,P46781
P08708,P46782
P08708,P46783
P08708,P60866
P08708,P61247
P08708,P62081
P08708,P62241
P08708,P62244
P08708,P62249
P08708,P62263
P08708,P62266
P08708,P62269
P08708,P62273
P08708,P62277
P08708,P62280
P08708,P62701
P08708,P62753
P08708,P62841
P08708,P62847
P08708,P62851
P08708,P62854
P08708,P62857
P08708,P62861
P08708,P62979
P08708,P63220
P08865,P15880
P08865,P22090
P08865,P23396
P08865,P25398
P08865,P39019
P08865,P42677
P08865,P46781
P08865,P46782
P08865,P46783
P08865,P60866
P08865,P61247
P08865,P62081
P08865,P62241
P08865,P62244
P08865,P62249
P08865,P62263
P08865,P62266
P08865,P62269
P08865,P62273
P08865,P62277
P08865,P62280
P08865,P62701
P08865,P62753
P08865,P62841
P08865,P62847
P08865,P62851
P08865,P62854
P08865,P62857
P08865,P62861
P08865,P62979
P08865,P63220
P15880,P22090
P15880,P23396
P15880,P25398
P15880,P39019
P15880,P42677
P15880,P46781
P15880,P46782
P15880,P46783
P15880,P60866
P15880,P61247
P15880,P62081
P15880,P62241
P15880,P62244
P15880,P62249
P15880,P62263
P15880,P62266
P15880,P62269
P15880,P62273
P15880,P62277
P15880,P62280
P15880,P62701
P15880,P62753
P15880,P62841
P15880,P62847
P15880,P62851
P15880,P62854
P15880,P62857
P15880,P62861
P15880,P62979
P15880,P63220
P22090,P23396
P22090,P25398
P22090,P39019
P22090,P42677
P22090,P46781
P22090,P46782
P22090,P46783
P22090,P60866
P22090,P61247
P22090,P62081
P22090,P62241
P22090,P62244
P22090,P62249
P22090,P62263
P22090,P62266
P22090,P62269
P22090,P62273
P22090,P62277
P22090,P62280
P22090,P62701
P22090,P62753
P22090,P62841
P22090,P62847
P22090,P62851
P22090,P62854
P22090,P62857
P22090,P62861
P22090,P62979
P22090,P63220
P23396,P25398
P23396,P39019
P23396,P42677
P23396,P46781
P23396,P46782
P23396,P46783
P23396,P60866
P23396,P61247
P23396,P62081
P23396,P62241
P23396,P62244
P23396,P62249
P23396,P62263
P23396,P62266
P23396,P62269
P23396,P62273
P23396,P62277
P23396,P62280
P23396,P62701
P23396,P62753
P23396,P62841
P23396,P62847
P23396,P62851
P23396,P62854
P23396,P62857
P23396,P62861
P23396,P62979
P23396,P63220
P25398,P39019
P25398,P42677
P25398,P46781
P25398,P46782
P25398,P46783
P25398,P60866
P25398,P61247
P25398,P62081
P25398,P62241
P25398,P62244
P25398,P62249
P25398,P62263
P25398,P62266
P25398,P62269
P25398,P62273
P25398,P62277
P25398,P62280
P25398,P62701
P25398,P62753
P25398,P62841
P25398,P62847
P25398,P62851
P25398,P62854
P25398,P62857
P25398,P62861
P25398,P62979
P25398,P63220
P39019,P42677
P39019,P46781
P39019,P46782
P39019,P46783
P39019,P60866
P39019,P61247
P39019,P62081
P39019,P62241
P39019,P62244
P39019,P62249
P39019,P62263
P39019,P62266
P39019,P62269
P39019,P62273
P39019,P62277
P39019,P62280
P39019,P62701
P39019,P62753
P39019,P62841
P39019,P62847
P39019,P62851
P39019,P62854
P39019,P62857
P39019,P62861
P39019,P62979
P39019,P63220
P42677,P46781
P42677,P46782
P42677,P46783
P42677,P60866
P42677,P61247
P42677,P62081
P42677,P62241
P42677,P62244
P42677,P62249
P42677,P62263
P42677,P62266
P42677,P62269
P42677,P62273
P42677,P62277
P42677,P62280
P42677,P62701
P42677,P62753
P42677,P62841
P42677,P62847
P42677,P62851
P42677,P62854
P42677,P62857
P42677,P62861
P42677,P62979
P42677,P63220
P46781,P46782
P46781,P46783
P46781,P60866
P46781,P61247
P46781,P62081
P46781,P62241
P46781,P62244
P46781,P62249
P46781,P62263
P46781,P62266
P46781,P62269
P46781,P62273
P46781,P62277
P46781,P62280
P46781,P62701
P46781,P62753
P46781,P62841
P46781,P62847
P46781,P62851
P46781,P62854
P46781,P62857
P46781,P62861
P46781,P62979
P46781,P63220
P46782,P46783
P46782,P60866
P46782,P61247
P46782,P62081
P46782,P62241
P46782,P62244
P46782,P62249
P46782,P62263
P46782,P62266
P46782,P62269
P46782,P62273
P46782,P62277
P46782,P62280
P46782,P62701
P46782,P62753
P46782,P62841
P46782,P62847
P46782,P62851
P46782,P62854
P46782,P62857
P46782,P62861
P46782,P62979
P46782,P63220
P46783,P60866
P46783,P61247
P46783,P62081
P46783,P62241
P46783,P62244
P46783,P62249
P46783,P62263
P46783,P62266
P46783,P62269
P46783,P62273
P46783,P62277
P46783,P62280
P46783,P62701
P46783,P62753
P46783,P62841
P46783,P62847
P46783,P62851
P46783,P62854
P46783,P62857
P46783,P62861
P46783,P62979
P46783,P63220
P60866,P61247
P60866,P62081
P60866,P62241
P60866,P62244
P60866,P62249
P60866,P62263
P60866,P62266
P60866,P62269
P60866,P62273
P60866,P62277
P60866,P62280
P60866,P62701
P60866,P62753
P60866,P62841
P60866,P62847
P60866,P62851
P60866,P62854
P60866,P62857
P60866,P62861
P60866,P62979
P60866,P63220
P61247,P62081
P61247,P62241
P61247,P62244
P61247,P62249
P61247,P62263
P61247,P62266
P61247,P62269
P61247,P62273
P61247,P62277
P61247,P62280
P61247,P62701
P61247,P62753
P61247,P62841
P61247,P62847
P61247,P62851
P61247,P62854
P61247,P62857
P61247,P62861
P61247,P62979
P61247,P63220
P62081,P62241
P62081,P62244
P62081,P62249
P62081,P62263
P62081,P62266
P62081,P62269
P62081,P62273
P62081,P62277
P62081,P62280
P62081,P62701
P62081,P62753
P62081,P62841
P62081,P62847
P62081,P62851
P62081,P62854
P62081,P62857
P62081,P62861
P62081,P62979
P62081,P63220
P62241,P62244
P62241,P62249
P62241,P62263
P62241,P62266
P62241,P62269
P62241,P62273
P62241,P62277
P62241,P62280
P62241,P62701
P62241,P62753
P62241,P62841
P62241,P62847
P62241,P62851
P62241,P62854
P62241,P62857
P62241,P62861
P62241,P62979
P62241,P63220
P62244,P62249
P62244,P62263
P62244,P62266
P62244,P62269
P62244,P62273
P62244,P62277
P62244,P62280
P62244,P62701
P62244,P62753
P62244,P62841
P62244,P62847
P62244,P62851
P62244,P62854
P62244,P62857
P62244,P62861
P62244,P62979
P62244,P63220
P62249,P62263
P62249,P62266
P62249,P62269
P62249,P62273
P62249,P62277
P62249,P62280
P62249,P62701
P62249,P62753
P62249,P62841
P62249,P62847
P62249,P62851
P62249,P62854
P62249,P62857
P62249,P62861
P62249,P62979
P62249,P63220
P62263,P62266
P62263,P62269
P62263,P62273
P62263,P62277
P62263,P62280
P62263,P62701
P62263,P62753
P62263,P62841
P62263,P62847
P62263,P62851
P62263,P62854
P62263,P62857
P62263,P62861
P62263,P62979
P62263,P63220
P62266,P62269
P62266,P62273
P62266,P62277
P62266,P62280
P62266,P62701
P62266,P62753
P62266,P62841
P62266,P62847
P62266,P62851
P62266,P62854
P62266,P62857
P62266,P62861
P62266,P62979
P62266,P63220
P62269,P62273
P62269,P62277
P62269,P62280
P62269,P62701
P62269,P62753
P62269,P62841
P62269,P62847
P62269,P62851
P62269,P62854
P62269,P62857
P62269,P62861
P62269,P62979
P62269,P63220
P62273,P62277
P62273,P62280
P62273,P62701
P62273,P62753
P62273,P62841
P62273,P62847
P62273,P62851
P62273,P62854
P62273,P62857
P62273,P62861
P62273,P62979
